date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:02:33	936/936	---M--	200	added ('OK')	text/css	etag:%223a8-58e3da2eacf40%22	http://localhost/deptsite/wordpress/wp-content/themes/free-education/assets/css/owl.theme.default.min.css?ver=4.7.0	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/themes/free-education/assets/css/owl.theme.default.min1849.css	(from http://localhost/deptsite/wordpress/)
11:02:33	16952/16952	---M--	200	added ('OK')	text/css	etag:%224238-58e3da2eacf40%22	http://localhost/deptsite/wordpress/wp-content/themes/free-education/assets/css/animate.min.css?ver=4.7.0	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/themes/free-education/assets/css/animate.min1849.css	(from http://localhost/deptsite/wordpress/)
11:02:33	2239/2239	---M--	200	added ('OK')	text/css	etag:%228bf-58e3da2eacf40%22	http://localhost/deptsite/wordpress/wp-content/themes/free-education/assets/css/slicknav.min.css?ver=4.7.0	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/themes/free-education/assets/css/slicknav.min1849.css	(from http://localhost/deptsite/wordpress/)
11:02:33	6134/6134	---M--	200	added ('OK')	text/css	etag:%2217f6-58e3da2eacf40%22	http://localhost/deptsite/wordpress/wp-content/themes/free-education/assets/css/magnific-popup.css?ver=4.7.0	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/themes/free-education/assets/css/magnific-popup1849.css	(from http://localhost/deptsite/wordpress/)
11:02:33	18287/18287	---M--	200	added ('OK')	text/css	etag:%22476f-58e3da2eacf40%22	http://localhost/deptsite/wordpress/wp-content/themes/free-education/assets/css/normalize.css?ver=4.7.0	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/themes/free-education/assets/css/normalize1849.css	(from http://localhost/deptsite/wordpress/)
11:02:34	62127/62127	---M--	200	added ('OK')	text/css	etag:%22f2af-58ecd85a24f40%22	http://localhost/deptsite/wordpress/wp-content/themes/free-education/style.css?ver=5.2.3	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/themes/free-education/style2513.css	(from http://localhost/deptsite/wordpress/)
11:02:36	7371/7371	---M--	200	added ('OK')	text/css	etag:%221ccb-58e3da2eacf40%22	http://localhost/deptsite/wordpress/wp-content/themes/free-education/assets/css/responsive.css?ver=4.7.0	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/themes/free-education/assets/css/responsive1849.css	(from http://localhost/deptsite/wordpress/)
11:02:36	4018/4018	---M--	200	added ('OK')	text/css	etag:%22fb2-58e3da2eacf40%22	http://localhost/deptsite/wordpress/wp-content/themes/free-education/assets/css/color/color1.css?ver=4.7.0	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/themes/free-education/assets/css/color/color11849.css	(from http://localhost/deptsite/wordpress/)
11:02:36	30639/30639	---M--	200	added ('OK')	text/css	etag:%2277af-58e3dae5c7f40%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/font-awesome.min.css?nocache=1568698346.8258&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/font-awesome.mine131.css	(from http://localhost/deptsite/wordpress/)
11:02:36	65778/65778	---M--	200	added ('OK')	text/css	etag:%22100f2-58e3dae5c7f40%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/learnpress.css?nocache=1568698346.8258&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/css/learnpresse131.css	(from http://localhost/deptsite/wordpress/)
11:02:37	5839/5839	---M--	200	added ('OK')	text/css	etag:%2216cf-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar.css?nocache=1568698346.8258&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbare131.css	(from http://localhost/deptsite/wordpress/)
11:02:37	1940/1940	---M--	200	added ('OK')	application/javascript	etag:%22794-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/watch.js?nocache=1568698346.8258&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/watche131.js	(from http://localhost/deptsite/wordpress/)
11:02:38	2030/2030	---M--	200	added ('OK')	application/javascript	etag:%227ee-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/circle-bar.js?nocache=1568698346.8258&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/circle-bare131.js	(from http://localhost/deptsite/wordpress/)
11:02:38	10056/10056	---M--	200	added ('OK')	application/javascript	etag:%222748-5333ff613c400%22	http://localhost/deptsite/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://localhost/deptsite/wordpress/)
11:02:38	6768/6768	---M--	200	added ('OK')	application/javascript	etag:%221a70-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.alert.js?nocache=1568698346.8258&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.alerte131.js	(from http://localhost/deptsite/wordpress/)
11:02:39	1860/1860	---M--	200	added ('OK')	application/javascript	etag:%22744-573c9d644b100%22	http://localhost/deptsite/wordpress/wp-includes/js/utils.min.js?ver=5.2.3	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-includes/js/utils.min2513.js	(from http://localhost/deptsite/wordpress/)
11:02:41	16184/16184	---M--	200	added ('OK')	application/javascript	etag:%223f38-57f10a780e580%22	http://localhost/deptsite/wordpress/wp-includes/js/underscore.min.js?ver=1.8.3	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-includes/js/underscore.min4511.js	(from http://localhost/deptsite/wordpress/)
11:02:41	113/113	---M--	200	added ('OK')	application/javascript	etag:%2271-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/learnpress.js?nocache=1568698346.8258&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/learnpresse131.js	(from http://localhost/deptsite/wordpress/)
11:02:44	17846/17846	---M--	200	added ('OK')	application/javascript	etag:%2245b6-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/course.js?nocache=1568698346.8258&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/coursee131.js	(from http://localhost/deptsite/wordpress/)
11:02:44	32172/32172	---M--	200	added ('OK')	application/javascript	etag:%227dac-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbar.js?nocache=1568698346.8258&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery-scrollbar/jquery.scrollbare131.js	(from http://localhost/deptsite/wordpress/)
11:02:45	3579/3579	---M--	200	added ('OK')	application/javascript	etag:%22dfb-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/become-teacher.js?nocache=1568698346.8258&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/frontend/become-teachere131.js	(from http://localhost/deptsite/wordpress/)
11:02:45	7528/7528	---M--	200	added ('OK')	application/javascript	etag:%221d68-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.scrollTo.js?nocache=1568698346.8258&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/vendor/jquery.scrollToe131.js	(from http://localhost/deptsite/wordpress/)
11:02:46	48463/48463	---M--	200	added ('OK')	application/javascript	etag:%22bd4f-58e3dae6bc180%22	http://localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/global.js?nocache=1568698346.8258&ver=3.2.5.6	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/learnpress/assets/js/globale131.js	(from http://localhost/deptsite/wordpress/)
11:02:46	893/893	---M--	200	added ('OK')	text/xml	date:Tue,%2017%20Sep%202019%2005:32:46%20GMT	http://localhost/deptsite/wordpress/xmlrpc.php?rsd	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/xmlrpc0db0.php	(from http://localhost/deptsite/wordpress/)
11:02:46	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://localhost/deptsite/wordpress/wp-includes/wlwmanifest.xml	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-includes/wlwmanifest.xml	(from http://localhost/deptsite/wordpress/)
11:02:47	2222/2222	---M--	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202019%2005:32:46%20GMT	http://localhost/deptsite/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fdeptsite%2Fwordpress%2F	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index2b92.json	(from http://localhost/deptsite/wordpress/)
11:02:48	2316/2316	---M--	200	added ('OK')	text/xml	date:Tue,%2017%20Sep%202019%2005:32:47%20GMT	http://localhost/deptsite/wordpress/index.php?rest_route=%2Foembed%2F1.0%2Fembed&url=http%3A%2F%2Flocalhost%2Fdeptsite%2Fwordpress%2F&format=xml	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index84e5.php	(from http://localhost/deptsite/wordpress/)
11:02:48	2462/2462	---M--	200	added ('OK')	image/png	etag:%2299e-58e90cf5d8240%22	http://localhost/deptsite/wordpress/wp-content/uploads/2019/07/cropped-1-1-32x32.png	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2019/07/cropped-1-1-32x32.png	(from http://localhost/deptsite/wordpress/)
11:02:50	96873/96873	---M--	200	added ('OK')	application/javascript	etag:%2217a69-589186fe43340%22	http://localhost/deptsite/wordpress/wp-includes/js/jquery/jquery.js?ver=1.12.4-wp	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-includes/js/jquery/jquery4a5f.js	(from http://localhost/deptsite/wordpress/)
11:02:56	49748/49748	---M--	200	added ('OK')	image/png	etag:%22c254-58e90cf5d8240%22	http://localhost/deptsite/wordpress/wp-content/uploads/2019/07/cropped-1-1-180x180.png	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2019/07/cropped-1-1-180x180.png	(from http://localhost/deptsite/wordpress/)
11:02:56	53881/53881	---M--	200	added ('OK')	image/png	etag:%22d279-58e90cf5d8240%22	http://localhost/deptsite/wordpress/wp-content/uploads/2019/07/cropped-1-1-192x192.png	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2019/07/cropped-1-1-192x192.png	(from http://localhost/deptsite/wordpress/)
11:02:56	41090/41090	---M--	200	added ('OK')	image/jpeg	etag:%22a082-592b90512651b%22	http://localhost/deptsite/wordpress/wp-content/uploads/2019/09/cropped-College-1-1-2.jpg	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2019/09/cropped-College-1-1-2.jpg	(from http://localhost/deptsite/wordpress/)
11:02:56	78426/78426	---MC-	200	added ('OK')	application/json	date:Tue,%2017%20Sep%202019%2005:32:45%20GMT	http://localhost/deptsite/wordpress/index.php?rest_route=/	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index52f0.json	(from http://localhost/deptsite/wordpress/)
11:02:59	31410/31410	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:32:56%20GMT	http://localhost/deptsite/wordpress/?page_id=376	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index7108.html	(from http://localhost/deptsite/wordpress/)
11:02:59	31725/31725	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:32:57%20GMT	http://localhost/deptsite/wordpress/?page_id=378	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/indexdd11.html	(from http://localhost/deptsite/wordpress/)
11:03:01	33209/33209	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:32:59%20GMT	http://localhost/deptsite/wordpress/?page_id=380	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index7425.html	(from http://localhost/deptsite/wordpress/)
11:03:25	160442/160442	---M--	200	added ('OK')	image/jpeg	etag:%22272ba-58edf0a3a5700%22	http://localhost/deptsite/wordpress/wp-content/uploads/2019/07/IMG-20190304-WA0007.jpg	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2019/07/IMG-20190304-WA0007.jpg	(from http://localhost/deptsite/wordpress/)
11:03:27	31342/31342	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:33:25%20GMT	http://localhost/deptsite/wordpress/?page_id=381	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index85a3.html	(from http://localhost/deptsite/wordpress/)
11:03:36	211549/211549	---M--	200	added ('OK')	image/jpeg	etag:%2233a5d-58eded3273800%22	http://localhost/deptsite/wordpress/wp-content/uploads/2019/07/DSC_0416-2000x1000.jpg	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2019/07/DSC_0416-2000x1000.jpg	(from http://localhost/deptsite/wordpress/)
11:03:38	31125/31125	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:33:37%20GMT	http://localhost/deptsite/wordpress/?page_id=377	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index67d1.html	(from http://localhost/deptsite/wordpress/)
11:03:53	316255/316255	---M--	200	added ('OK')	image/jpeg	etag:%224d35f-58eded4a4b040%22	http://localhost/deptsite/wordpress/wp-content/uploads/2019/07/IMG_0328-2000x1000.jpg	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2019/07/IMG_0328-2000x1000.jpg	(from http://localhost/deptsite/wordpress/)
11:03:55	31083/31083	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:33:53%20GMT	http://localhost/deptsite/wordpress/?page_id=383	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index766b.html	(from http://localhost/deptsite/wordpress/)
11:04:09	410502/410502	---M--	200	added ('OK')	image/jpeg	etag:%2264386-58eded57a4fc0%22	http://localhost/deptsite/wordpress/wp-content/uploads/2019/07/IMG_0568-2000x1000.jpg	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2019/07/IMG_0568-2000x1000.jpg	(from http://localhost/deptsite/wordpress/)
11:04:11	33789/33789	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:34:09%20GMT	http://localhost/deptsite/wordpress/?page_id=385	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index27a6.html	(from http://localhost/deptsite/wordpress/)
11:04:31	384981/384981	---M--	200	added ('OK')	image/jpeg	etag:%225dfd5-58eded0b59bc0%22	http://localhost/deptsite/wordpress/wp-content/uploads/2019/07/DSC_0408-2000x1000.jpg	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2019/07/DSC_0408-2000x1000.jpg	(from http://localhost/deptsite/wordpress/)
11:04:34	34367/34367	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:34:31%20GMT	http://localhost/deptsite/wordpress/?page_id=386	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index060c.html	(from http://localhost/deptsite/wordpress/)
11:04:38	349736/349736	---M--	200	added ('OK')	image/jpeg	etag:%2255628-58eded734d100%22	http://localhost/deptsite/wordpress/wp-content/uploads/2019/07/IMG_0004-2000x1000.jpg	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2019/07/IMG_0004-2000x1000.jpg	(from http://localhost/deptsite/wordpress/)
11:04:40	32137/32137	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:34:38%20GMT	http://localhost/deptsite/wordpress/?page_id=387	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/indexd5cd.html	(from http://localhost/deptsite/wordpress/)
11:04:44	27175/27175	---M--	200	added ('OK')	image/jpeg	etag:%226a27-58e65f57cef40%22	http://localhost/deptsite/wordpress/wp-content/uploads/2019/07/10-370x250.jpg	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2019/07/10-370x250.jpg	(from http://localhost/deptsite/wordpress/)
11:04:46	33807/33807	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:34:44%20GMT	http://localhost/deptsite/wordpress/?page_id=389	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index0e81.html	(from http://localhost/deptsite/wordpress/)
11:04:47	299830/299830	---M--	200	added ('OK')	image/jpeg	etag:%2249336-58eded1a9bfc0%22	http://localhost/deptsite/wordpress/wp-content/uploads/2019/07/DSC_0432-2000x1000.jpg	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2019/07/DSC_0432-2000x1000.jpg	(from http://localhost/deptsite/wordpress/)
11:04:49	30222/30222	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:34:47%20GMT	http://localhost/deptsite/wordpress/?page_id=738	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index6986.html	(from http://localhost/deptsite/wordpress/)
11:04:51	21134/21134	---M--	200	added ('OK')	image/jpeg	etag:%22528e-58e664aa9be80%22	http://localhost/deptsite/wordpress/wp-content/uploads/2019/07/09-1-370x250.jpg	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2019/07/09-1-370x250.jpg	(from http://localhost/deptsite/wordpress/)
11:04:53	30459/30459	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:34:51%20GMT	http://localhost/deptsite/wordpress/?page_id=393	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index6793.html	(from http://localhost/deptsite/wordpress/)
11:04:53	20285/20285	---M--	200	added ('OK')	image/jpeg	etag:%224f3d-58e664da4af00%22	http://localhost/deptsite/wordpress/wp-content/uploads/2019/07/15-2-370x250.jpg	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2019/07/15-2-370x250.jpg	(from http://localhost/deptsite/wordpress/)
11:04:54	5538/5538	---M--	200	added ('OK')	image/jpeg	etag:%2215a2-58f939d9f98c0%22	http://localhost/deptsite/wordpress/wp-content/uploads/2018/07/82CDA3A4-4BFE-460F-9A29-4522C3957681-150x150.jpg	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2018/07/82CDA3A4-4BFE-460F-9A29-4522C3957681-150x150.jpg	(from http://localhost/deptsite/wordpress/)
11:04:55	30446/30446	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:34:53%20GMT	http://localhost/deptsite/wordpress/?page_id=394	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/indexf360.html	(from http://localhost/deptsite/wordpress/)
11:04:55	4583/4583	---M--	200	added ('OK')	image/jpeg	etag:%2211e7-58f939c9c3280%22	http://localhost/deptsite/wordpress/wp-content/uploads/2018/07/17C31DDA-3A82-4E3B-ABA6-4550E356E072-150x150.jpg	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2018/07/17C31DDA-3A82-4E3B-ABA6-4550E356E072-150x150.jpg	(from http://localhost/deptsite/wordpress/)
11:04:56	3929/3929	---M--	200	added ('OK')	image/jpeg	etag:%22f59-58f939bc69300%22	http://localhost/deptsite/wordpress/wp-content/uploads/2018/07/1B79593A-0545-4CA9-95FE-E053C55429DA-150x150.jpg	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/uploads/2018/07/1B79593A-0545-4CA9-95FE-E053C55429DA-150x150.jpg	(from http://localhost/deptsite/wordpress/)
11:04:58	30411/30411	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:34:55%20GMT	http://localhost/deptsite/wordpress/?page_id=395	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/indexf1ea.html	(from http://localhost/deptsite/wordpress/)
11:04:59	30457/30457	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:34:57%20GMT	http://localhost/deptsite/wordpress/?page_id=396	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/indexb300.html	(from http://localhost/deptsite/wordpress/)
11:05:01	30332/30332	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:34:59%20GMT	http://localhost/deptsite/wordpress/?page_id=397	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index0907.html	(from http://localhost/deptsite/wordpress/)
11:05:04	14440/14440	---M--	200	added ('OK')	application/javascript	etag:%223868-58e3db22d0f40%22	http://localhost/deptsite/wordpress/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.3	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/plugins/contact-form-7/includes/js/scriptsbdeb.js	(from http://localhost/deptsite/wordpress/)
11:05:05	31330/31330	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:35:04%20GMT	http://localhost/deptsite/wordpress/?page_id=398	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/indexef6d.html	(from http://localhost/deptsite/wordpress/)
11:05:09	19241/19241	---M--	200	added ('OK')	application/javascript	etag:%224b29-58e3da2eacf40%22	http://localhost/deptsite/wordpress/wp-content/themes/free-education/assets/js/popper.min.js?ver=3.3.1	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/themes/free-education/assets/js/popper.min3d36.js	(from http://localhost/deptsite/wordpress/)
11:05:10	30916/30916	---MC-	200	added ('OK')	text/html	date:Tue,%2017%20Sep%202019%2005:35:09%20GMT	http://localhost/deptsite/wordpress/?page_id=400	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/index3829.html	(from http://localhost/deptsite/wordpress/)
11:05:18	48944/48944	---M--	200	added ('OK')	application/javascript	etag:%22bf30-58e3da2eacf40%22	http://localhost/deptsite/wordpress/wp-content/themes/free-education/assets/js/bootstrap.min.js?ver=3.3.1	C:/Websites/deptsite/csedeptsite/deptsitecse/localhost/deptsite/wordpress/wp-content/themes/free-education/assets/js/bootstrap.min3d36.js	(from http://localhost/deptsite/wordpress/)
